"id","activity","HU","MHC","HC50","LD50","EC50","LC50","IC50","NH"
"3016","0% hemolytic upto 400μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3017","~10% hemolytic at 600μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3018","0% hemolytic upto 400μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3019","~10% hemolytic at 600μM","NA","NA","NA","NA","NA","NA","NA","NA"
"3020","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
"3021","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
"3022","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
"3023","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
"3024","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
"3025","Non-hemolytic upto 50 μg/mL","NA","NA","NA","NA","NA","NA","NA","Non-hemolytic upto 50 μg/mL"
